Date_shamsi,full_index,turnover,value
1392-07-17,68461.5,1522170000,7.1055E+12
1392-07-20,69703.5,1227990000,6.41753E+12
1392-07-21,70951.5,1330170000,7.3094E+12
1392-07-22,71471.8,897200000,5.31637E+12
1392-07-23,72766.5,735880000,4.00993E+12
1392-07-27,74400.2,1122030000,7.46361E+12
1392-07-28,73335.6,790910000,4.85589E+12
1392-07-29,73636.1,674690000,3.8079E+12
1392-07-30,72997.7,667140000,2.66383E+12
1392-08-01,73030.7,672400000,3.49245E+12
1392-08-04,73549.8,682090000,3.51767E+12
1392-08-05,72201,731460000,2.6128E+12
1392-08-06,72215,574200000,2.73686E+12
1392-08-07,73167.4,828270000,3.26409E+12
1392-08-08,73553.2,874250000,3.56545E+12
1392-08-11,73504.8,888900000,3.60844E+12
1392-08-12,73766.2,737820000,3.30044E+12
1392-08-13,73733.6,677210000,3.1472E+12
1392-08-14,74438.1,616850000,2.74226E+12
1392-08-15,75868.9,715750000,3.40155E+12
1392-08-18,76959.9,933630000,4.46212E+12
1392-08-19,77118.9,815720000,3.81472E+12
1392-08-20,76895.9,718590000,3.25432E+12
1392-08-21,76932.9,635300000,2.81098E+12
1392-08-25,77673,882690000,3.4761E+12
1392-08-26,77214.2,729160000,3.49489E+12
1392-08-27,77328.1,645350000,2.92731E+12
1392-08-28,78142,694480000,3.06993E+12
1392-08-29,78424.1,1363200000,6.52908E+12
1392-09-02,78874.5,867260000,3.73996E+12
1392-09-03,80022.2,845890000,4.18398E+12
1392-09-04,81186.8,1769760000,7.0638E+12
1392-09-05,81549.5,1290020000,6.02033E+12
1392-09-06,82129.8,1358760000,5.81474E+12
1392-09-09,83572.5,1180740000,4.84682E+12
1392-09-10,84384.9,1598160000,7.14437E+12
1392-09-11,83706.5,1407940000,5.41862E+12
1392-09-12,83775.6,1398090000,5.89008E+12
1392-09-13,84211.4,1173650000,4.76932E+12
1392-09-16,84659.4,855930000,3.36211E+12
1392-09-17,85149.9,1354750000,5.24729E+12
1392-09-18,85310.4,1125610000,4.75342E+12
1392-09-19,85962.2,1085220000,4.41579E+12
1392-09-20,86511.2,1184450000,4.92394E+12
1392-09-23,85691.1,1719790000,5.47278E+12
1392-09-24,87024.1,1268760000,6.04279E+12
1392-09-25,88112.5,1449490000,6.78553E+12
1392-09-26,87646.1,1323400000,5.70943E+12
1392-09-27,87726.2,1417560000,5.86605E+12
1392-09-30,86957.1,1438100000,5.41989E+12
1392-10-01,87015.5,2135430000,7.1074E+12
1392-10-03,88113.7,1866960000,5.59694E+12
1392-10-04,88190.7,1525620000,5.22104E+12
1392-10-07,87691.7,894790000,3.93824E+12
1392-10-08,87425.2,878530000,3.84815E+12
1392-10-09,87451.9,1189690000,5.41675E+12
1392-10-11,88313.4,1004500000,4.29989E+12
1392-10-14,88926.7,1013810000,4.64212E+12
1392-10-15,89500.6,1024770000,4.34448E+12
1392-10-16,89355.7,1100110000,4.92972E+12
1392-10-17,88749.3,962640000,4.0957E+12
1392-10-18,88069,1070260000,4.48671E+12
1392-10-21,87792.7,1447040000,3.75976E+12
1392-10-22,85404.1,807040000,5.96253E+12
1392-10-23,87112.9,880410000,3.71129E+12
1392-10-24,87102.6,1364070000,4.20624E+12
1392-10-25,85700.6,589810000,3.32994E+12
1392-10-28,84973.2,954990000,2.35748E+12
1392-10-30,83641.5,724290000,3.65704E+12
1392-11-01,83252.4,547940000,3.2816E+12
1392-11-02,82028.8,499100000,2.56937E+12
1392-11-05,82670.3,620020000,2.65918E+12
1392-11-06,81905.6,390700000,1.69316E+12
1392-11-07,80861.4,516590000,3.06116E+12
1392-11-08,81644.4,849670000,3.93458E+12
1392-11-09,82797.7,751970000,3.82908E+12
1392-11-12,84164.7,700900000,3.48091E+12
1392-11-13,83606.5,710970000,2.80617E+12
1392-11-14,83165,550540000,2.37802E+12
1392-11-15,83170.6,468630000,2.60716E+12
1392-11-16,82214.3,325740000,1.2691E+12
1392-11-19,81066.8,300670000,1.13738E+12
1392-11-20,80949.5,1140110000,4.7053E+12
1392-11-21,80240.3,982880000,3.86584E+12
1392-11-23,79136.6,311240000,8.55E+11
1392-11-26,79153.1,216790000,6.7334E+11
1392-11-27,79769.2,342330000,2.34015E+12
1392-11-28,80603,513690000,1.99352E+12
1392-11-29,80435.7,290930000,1.97111E+12
1392-11-30,80986.5,755570000,3.45288E+12
1392-12-03,81325,447150000,1.46077E+12
1392-12-04,81281.6,331720000,1.37751E+12
1392-12-05,80849.8,193450000,8.382E+11
1392-12-06,80087.4,224500000,9.9874E+11
1392-12-07,79785.5,321940000,1.39731E+12
1392-12-10,80105,886830000,1.92245E+13
1392-12-11,79584.1,227800000,1.83672E+12
1392-12-12,78518.8,308460000,1.10811E+12
1392-12-13,78072.6,312900000,1.33816E+12
1392-12-14,78447.2,779130000,3.68252E+12
1392-12-17,78231,405070000,1.60049E+12
1392-12-18,77515.6,545630000,3.1129E+12
1392-12-19,77219.5,590670000,3.72548E+12
1392-12-20,76582.7,418310000,1.7429E+12
1392-12-21,76583.4,763340000,2.81088E+12
1392-12-24,77191.3,723090000,2.69255E+12
1392-12-25,77816.2,1731770000,6.72312E+12
1392-12-26,78430.8,1139150000,3.11483E+12
1392-12-27,78968.1,1175590000,5.76594E+12
1392-12-28,79015.4,2679730000,1.69409E+13
1393-01-05,79013.5,429730000,1.23554E+12
1393-01-06,78619.4,268790000,8.4307E+11
1393-01-09,78239.7,256820000,1.76036E+12
1393-01-10,78469.2,235380000,9.6628E+11
1393-01-11,78741.3,407650000,1.40045E+12
1393-01-16,78547.7,326850000,1.2012E+12
1393-01-17,77634.7,465950000,1.43388E+12
1393-01-18,77418.6,520760000,3.80056E+12
1393-01-19,77817.5,576850000,1.71684E+12
1393-01-20,77423.9,760850000,2.76196E+12
1393-01-23,76501.8,462760000,1.45352E+12
1393-01-24,74920.7,750280000,3.09772E+12
1393-01-25,73973.4,520470000,1.54062E+12
1393-01-26,73847.6,543270000,1.73897E+12
1393-01-27,74161.2,358520000,1.16368E+12
1393-01-30,73637.8,196360000,7.0159E+11
1393-01-31,74160,309990000,1.01233E+12
1393-02-01,75035.3,504970000,1.57212E+12
1393-02-02,75735.2,573570000,2.30913E+12
1393-02-03,75980.5,793570000,5.13896E+12
1393-02-06,77404.1,474610000,1.73272E+12
1393-02-07,77923.6,1175050000,3.52633E+12
1393-02-08,78131.1,695480000,2.65199E+12
1393-02-09,78151.3,646880000,2.45421E+12
1393-02-10,78164.3,687090000,2.07737E+12
1393-02-13,77939,512910000,1.55746E+12
1393-02-14,77569.2,629110000,2.96256E+12
1393-02-15,77763.8,679450000,1.89463E+12
1393-02-16,77717.3,1142500000,4.146E+12
1393-02-17,77752.4,4919050000,9.58148E+13
1393-02-20,77931,503820000,1.3758E+12
1393-02-21,77734.2,503660000,1.5557E+12
1393-02-22,77596.4,580610000,1.83757E+12
1393-02-24,77610.2,697520000,1.85062E+12
1393-02-27,76901.8,604420000,1.60945E+12
1393-02-28,76987.5,792660000,2.40107E+12
1393-02-29,76528.9,1065230000,2.87165E+12
1393-02-30,76634.4,734390000,1.92985E+12
1393-02-31,76767.6,1184870000,3.49408E+12
1393-03-03,76703.9,731150000,1.89542E+12
1393-03-04,76394.2,464830000,1.51009E+12
1393-03-05,76212,2606690000,2.78169E+13
1393-03-07,76067.8,634510000,2.02125E+12
1393-03-10,75687.1,565340000,2.83788E+12
1393-03-11,74543.4,2359280000,9.60231E+12
1393-03-12,74735.9,706760000,2.15535E+12
1393-03-13,75102.8,322450000,1.12179E+12
1393-03-17,75329.5,349600000,1.35312E+12
1393-03-18,75353.5,321780000,1.01121E+12
1393-03-19,75240.5,458980000,1.63774E+12
1393-03-20,74836.7,793850000,1.41823E+12
1393-03-21,74499.1,648040000,1.33692E+12
1393-03-24,73516,1165700000,1.96738E+12
1393-03-25,72631.8,655020000,1.57172E+12
1393-03-26,72748.8,447540000,1.25797E+12
1393-03-27,72638,283990000,7.0269E+11
1393-03-28,72873.1,365750000,9.5628E+11
1393-03-31,72969,237450000,7.2388E+11
1393-04-01,72900.8,245660000,7.3579E+11
1393-04-02,72544.9,299150000,8.5153E+11
1393-04-03,72344.4,271270000,8.5378E+11
1393-04-04,72249.9,286520000,8.0723E+11
1393-04-07,71662,290680000,9.5246E+11
1393-04-08,70970.3,376830000,9.945E+11
1393-04-09,70341.5,327030000,7.8683E+11
1393-04-10,70423,660340000,1.72598E+12
1393-04-11,70876.6,782220000,1.42066E+12
1393-04-14,72162.2,389530000,1.44189E+12
1393-04-15,71960.2,563470000,1.56543E+12
1393-04-16,71916.6,548830000,1.7343E+12
1393-04-17,73025,922210000,2.47087E+12
1393-04-18,73416.4,826310000,2.40349E+12
1393-04-21,73555.9,531230000,1.40405E+12
1393-04-22,73226.2,772830000,2.49067E+12
1393-04-23,73347.4,718190000,2.15916E+12
1393-04-24,73457.9,494760000,1.24577E+12
1393-04-25,73754.2,906670000,1.86407E+12
1393-04-29,73750.2,513560000,1.1949E+12
1393-04-30,73890.5,340980000,1.0854E+12
1393-04-31,74526.1,405730000,1.25252E+12
1393-05-01,74841.6,424600000,1.24319E+12
1393-05-04,74840.3,835900000,2.53877E+12
1393-05-05,74848,824300000,2.49447E+12
1393-05-06,74997.6,813290000,2.32674E+12
1393-05-11,74841,663280000,1.81426E+12
1393-05-12,74637.4,1032750000,1.36887E+12
1393-05-13,74709.2,390700000,9.9817E+11
1393-05-14,74697.5,415180000,1.26378E+12
1393-05-15,74613.8,409660000,1.18666E+12
1393-05-18,74398.6,439080000,1.06118E+12
1393-05-19,74398.9,503670000,1.27078E+12
1393-05-20,74547.5,991480000,2.09896E+12
1393-05-21,74455.1,391450000,1.07469E+12
1393-05-22,74363,580790000,2.27869E+12
1393-05-25,74051,454290000,1.32912E+12
1393-05-26,73952.6,541250000,1.83713E+12
1393-05-27,73906.8,365550000,1.0692E+12
1393-05-28,73902.6,750220000,2.66116E+12
1393-05-29,73905.7,496420000,1.36665E+12
1393-06-01,73868,558130000,1.76883E+12
1393-06-02,73529.5,615310000,1.88776E+12
1393-06-03,73499.9,883150000,2.62838E+12
1393-06-04,73540.9,419650000,1.18089E+12
1393-06-05,73312.2,538880000,1.39726E+12
1393-06-08,72941.8,396960000,1.13281E+12
1393-06-09,72778.4,300190000,7.2279E+11
1393-06-10,72339.8,454530000,1.63656E+12
1393-06-11,72232.4,757270000,1.60032E+12
1393-06-12,72121.5,598770000,1.42955E+12
1393-06-15,71822.4,324150000,8.9315E+11
1393-06-16,71665.4,311920000,8.3938E+11
1393-06-17,71815.2,357920000,8.2002E+11
1393-06-18,71930.1,425010000,1.16502E+12
1393-06-19,71925.4,424370000,1.32887E+12
1393-06-22,71486,323710000,9.4599E+11
1393-06-23,71386.7,334600000,1.1027E+12
1393-06-24,71402.3,482310000,1.07501E+12
1393-06-25,71408.3,458720000,1.86048E+12
1393-06-26,71443.6,459050000,1.32844E+12
1393-06-29,71445,336890000,9.1191E+11
1393-06-30,71545.3,355620000,7.4889E+11
1393-06-31,71685.8,524560000,1.50961E+12
1393-07-01,71726.5,258920000,6.0533E+11
1393-07-02,71788.1,343450000,9.8336E+11
1393-07-05,71702.2,357540000,9.5756E+11
1393-07-06,71643.7,339020000,8.2148E+11
1393-07-07,71675.2,320840000,8.228E+11
1393-07-08,71664,1101590000,1.34489E+12
1393-07-09,71640.5,1372390000,1.62393E+12
1393-07-12,71670.1,1106490000,1.0158E+12
1393-07-14,71821.5,442750000,1.10663E+12
1393-07-15,71718.9,417760000,1.04499E+12
1393-07-16,71783.7,432930000,1.45904E+12
1393-07-19,71771.7,386370000,1.10807E+12
1393-07-20,71791.5,305800000,8.8089E+11
1393-07-22,71893.1,513020000,1.11368E+12
1393-07-23,71978.6,497630000,1.46757E+12
1393-07-26,72016.5,367930000,1.1892E+12
1393-07-27,72281,628650000,1.88473E+12
1393-07-28,73550.4,916810000,2.96578E+12
1393-07-29,74109.1,1012780000,2.75628E+12
1393-07-30,74132.8,964180000,2.40103E+12
1393-08-03,74152,623390000,1.55007E+12
1393-08-04,73940.8,534520000,1.50244E+12
1393-08-05,73958.9,695190000,1.8975E+12
1393-08-06,73967.8,511370000,1.50415E+12
1393-08-07,74151.1,753550000,2.05883E+12
1393-08-10,75028,1057270000,2.50031E+12
1393-08-11,75368.6,1679560000,3.77325E+12
1393-08-14,76166.6,1138640000,2.78689E+12
1393-08-17,76420.5,1164930000,2.86119E+12
1393-08-18,76553.4,1412500000,4.24594E+12
1393-08-19,76560.8,993200000,2.50511E+12
1393-08-20,76708,954970000,2.40703E+12
1393-08-21,76589.4,1166080000,2.90801E+12
1393-08-24,75946.5,1249770000,3.0444E+12
1393-08-25,75930.8,1052790000,2.87331E+12
1393-08-26,75965.9,907080000,2.68862E+12
1393-08-27,75409.4,722240000,1.92524E+12
1393-08-28,75248.4,963880000,2.28686E+12
1393-09-01,75042.6,1230270000,2.52303E+12
1393-09-02,75389.6,1126580000,2.68807E+12
1393-09-03,75949,1610310000,4.41059E+12
1393-09-04,74740.9,419640000,1.37766E+12
1393-09-05,74076.1,1297050000,2.81147E+12
1393-09-08,73245.1,1394010000,3.58902E+12
1393-09-09,72189.5,517460000,1.5311E+12
1393-09-10,72120.7,1037240000,2.79848E+12
1393-09-11,72258.5,865870000,2.18672E+12
1393-09-12,71860.2,764220000,2.20048E+12
1393-09-15,71712,605610000,1.3907E+12
1393-09-16,71170,563590000,1.72667E+12
1393-09-17,71376.6,713350000,1.66085E+12
1393-09-18,71381.7,594380000,1.60697E+12
1393-09-19,71043,673510000,1.32153E+12
1393-09-23,70291.6,564620000,1.49407E+12
1393-09-24,69542.6,664850000,1.55242E+12
1393-09-25,69608.6,645280000,1.42461E+12
1393-09-26,69494.8,616300000,1.87421E+12
1393-09-29,69537.5,664690000,1.72909E+12
1393-10-01,70094.4,731510000,1.85598E+12
1393-10-03,70153.5,3513010000,7.04661E+12
1393-10-06,69705,470100000,1.23218E+12
1393-10-07,69625.5,343950000,8.688E+11
1393-10-08,69424,687360000,2.45056E+12
1393-10-09,69254.5,331760000,1.00263E+12
1393-10-10,68973.1,505900000,1.26855E+12
1393-10-13,68829.9,302170000,8.1061E+11
1393-10-14,68650.6,306340000,6.83E+11
1393-10-15,68232.1,538070000,1.13311E+12
1393-10-16,67471,773280000,2.67499E+12
1393-10-17,66902,655110000,1.84255E+12
1393-10-20,66197.9,443380000,1.04292E+12
1393-10-21,65512.8,564190000,1.09665E+12
1393-10-22,66000.1,398490000,8.0517E+11
1393-10-23,65929.1,544380000,1.08419E+12
1393-10-24,65939.1,430510000,8.9327E+11
1393-10-27,66273.3,349120000,7.9688E+11
1393-10-28,66319.2,321930000,8.8282E+11
1393-10-29,65835,423150000,7.4334E+11
1393-10-30,65564.7,278580000,4.6857E+11
1393-11-01,65028.9,874590000,1.03567E+12
1393-11-04,65029.1,297830000,6.2598E+11
1393-11-05,65105,338360000,6.1725E+11
1393-11-06,65114.1,321710000,7.4948E+11
1393-11-07,65127.7,375930000,6.5245E+11
1393-11-08,65256.1,537140000,8.9325E+11
1393-11-11,65542.8,557440000,1.02053E+12
1393-11-12,65544.7,635140000,1.05412E+12
1393-11-13,65555.9,773960000,2.08537E+12
1393-11-14,65597.4,517320000,9.612E+11
1393-11-15,65771.6,830980000,1.4616E+12
1393-11-18,65787.2,705070000,1.78969E+12
1393-11-19,65366.3,659730000,1.17059E+12
1393-11-20,64917.5,542770000,1.02527E+12
1393-11-21,64840.9,764120000,1.45217E+12
1393-11-25,64932.1,536380000,9.7679E+11
1393-11-26,64926.8,507790000,1.06988E+12
1393-11-27,64993.6,741000000,1.71957E+12
1393-11-28,64811.2,692610000,1.39383E+12
1393-11-29,64720,624260000,1.13447E+12
1393-12-02,64867.1,596880000,8.7863E+11
1393-12-03,64719.9,405930000,8.2303E+11
1393-12-04,64678.4,437760000,1.11931E+12
1393-12-05,64525.8,438640000,9.1095E+11
1393-12-06,64051.7,799530000,1.64665E+12
1393-12-09,63950.9,291800000,5.4151E+11
1393-12-10,63860.1,526800000,1.09665E+12
1393-12-11,63954.8,776380000,1.04608E+12
1393-12-12,63996,773470000,1.59397E+12
1393-12-13,64014.9,593850000,1.2444E+12
1393-12-16,63911.1,449060000,7.9375E+11
1393-12-17,63806.7,372000000,7.465E+11
1393-12-18,63846.7,296920000,5.3438E+11
1393-12-19,63852.8,398080000,7.9796E+11
1393-12-20,64070.7,502120000,9.5865E+11
1393-12-23,64610.3,4348250000,1.42574E+13
1393-12-24,64980.6,1766310000,3.74978E+12
1393-12-25,65122.8,2171520000,5.01865E+12
1393-12-26,61532.9,1745990000,3.32064E+12
1393-12-27,62531.8,1454400000,2.94909E+12
1394-01-05,62885,775070000,9.2131E+11
1394-01-08,63625.5,633500000,1.06828E+12
1394-01-09,65099.9,955960000,1.8282E+12
1394-01-10,65175.1,893770000,1.55479E+12
1394-01-11,65728,1165050000,1.97296E+12
1394-01-15,67827,662510000,1.76394E+12
1394-01-16,70261.7,1734130000,3.71488E+12
1394-01-17,70843.9,3621310000,7.30299E+12
1394-01-18,70159.9,1441020000,2.67593E+12
1394-01-19,70684.7,1787300000,3.2059E+12
1394-01-22,70022.8,1457740000,2.6238E+12
1394-01-23,68783.9,1134470000,2.00552E+12
1394-01-24,68454.1,1205180000,2.03772E+12
1394-01-25,68465.3,597030000,1.37708E+12
1394-01-26,68078.8,831870000,1.65509E+12
1394-01-29,67374,1302770000,2.09062E+12
1394-01-30,67378.8,814600000,1.97852E+12
1394-01-31,67016.7,6046670000,6.21907E+12
1394-02-01,66828.6,438470000,8.3681E+11
1394-02-02,66569.2,572690000,1.53603E+12
1394-02-05,66540.6,353490000,7.7014E+11
1394-02-06,66208.9,1579860000,1.56023E+12
1394-02-07,65576.8,552170000,9.7155E+11
1394-02-08,65508.2,1400220000,3.74057E+12
1394-02-09,65634.1,281550000,5.8924E+11
1394-02-13,65088.3,373020000,6.4833E+11
1394-02-14,64415.8,739400000,1.77892E+12
1394-02-15,64168.1,402000000,9.9398E+11
1394-02-16,64069.1,502530000,1.33371E+12
1394-02-19,63530.2,762280000,2.05192E+12
1394-02-20,62885.9,1017240000,2.3547E+12
1394-02-21,63069.8,572770000,1.01213E+12
1394-02-22,63316,688830000,1.42536E+12
1394-02-23,63531.4,399390000,8.3332E+11
1394-02-27,63465.1,432520000,9.1524E+11
1394-02-28,63522.8,443280000,8.9787E+11
1394-02-29,63644.3,316300000,6.2137E+11
1394-02-30,63703.1,358030000,7.2357E+11
1394-03-02,63427.8,367350000,7.0275E+11
1394-03-03,63363.8,357520000,6.8069E+11
1394-03-04,63496.5,327060000,9.556E+11
1394-03-05,63419.1,511480000,1.47926E+12
1394-03-06,63402.1,261480000,4.9914E+11
1394-03-09,63419.9,353980000,5.882E+11
1394-03-10,63227.9,299550000,4.9838E+11
1394-03-11,63227,340300000,6.2503E+11
1394-03-12,63289.8,470590000,7.1894E+11
1394-03-16,63297.6,248120000,4.9418E+11
1394-03-17,63187.3,300870000,5.4307E+11
1394-03-18,62952.3,739670000,1.39198E+12
1394-03-19,62317.9,311370000,5.324E+11
1394-03-20,62322.2,323540000,4.6873E+11
1394-03-23,62571.2,305660000,4.6515E+11
1394-03-24,62653.3,843870000,2.31947E+12
1394-03-25,62442,352070000,6.1874E+11
1394-03-26,62558.9,445110000,8.3536E+11
1394-03-27,63559.7,672700000,1.39395E+12
1394-03-30,63836.2,1174860000,1.84298E+12
1394-03-31,63810.7,315970000,6.7153E+11
1394-04-01,64276.5,709510000,1.22766E+12
1394-04-02,64839.5,1052040000,1.90259E+12
1394-04-03,64857.6,739050000,1.68945E+12
1394-04-06,64812.2,409970000,8.7904E+11
1394-04-07,64301.4,372470000,7.6271E+11
1394-04-08,64332.9,739670000,1.90719E+12
1394-04-09,64922.6,793810000,1.50536E+12
1394-04-10,64861.8,733410000,1.51505E+12
1394-04-13,65860.8,1357100000,2.20091E+12
1394-04-14,65780.1,754950000,1.40308E+12
1394-04-15,66019.9,1081160000,2.17058E+12
1394-04-16,66761.4,1130000000,2.53871E+12
1394-04-20,66817.8,628700000,1.11646E+12
1394-04-21,67646.4,780130000,1.89451E+12
1394-04-22,69194.5,1247530000,2.83825E+12
1394-04-23,69433.5,1807170000,3.95616E+12
1394-04-24,68827.7,1105030000,2.10932E+12
1394-04-28,68827.7,0,0
1394-04-29,68148.4,697110000,4.22522E+12
1394-04-30,68050.7,466440000,8.3772E+11
1394-04-31,67643.9,2869750000,1.83255E+12
1394-05-03,67036.3,390230000,8.5113E+11
1394-05-04,66977.4,488990000,8.1584E+11
1394-05-05,66441.4,487530000,8.6919E+11
1394-05-06,66489.5,485440000,1.06267E+12
1394-05-07,66780.7,684880000,1.3246E+12
1394-05-10,66829.7,569650000,1.01636E+12
1394-05-11,66530.5,647770000,1.92359E+12
1394-05-12,66626.7,566080000,1.89507E+12
1394-05-13,66445.7,599170000,2.62612E+12
1394-05-14,66451,356740000,8.5381E+11
1394-05-17,66000.9,502280000,8.65E+11
1394-05-18,65973.5,372320000,6.9743E+11
1394-05-19,,389950000,1.02892E+12
1394-05-21,,344420000,8.3976E+11
1394-05-24,,395580000,9.881E+11
1394-05-25,65239.9,731580000,8.953E+11
1394-05-26,65302.5,463470000,1.18957E+12
1394-05-27,65189.4,372200000,1.01086E+12
1394-05-28,65218.3,449350000,1.11478E+12
1394-05-31,65225,446160000,1.26603E+12
1394-06-01,64881.4,627020000,1.77052E+12
1394-06-02,64651.6,716220000,1.243E+12
1394-06-03,64197.3,706970000,1.37488E+12
1394-06-04,64206.2,382870000,7.4993E+11
1394-06-07,64451.3,589210000,1.03491E+12
1394-06-08,64467.3,584590000,1.42946E+12
1394-06-09,64225.8,498180000,8.9402E+11
1394-06-10,64251,391560000,7.885E+11
1394-06-11,,634650000,1.06619E+12
1394-06-14,64497,383420000,5.6293E+11
1394-06-15,64506.6,818010000,1.38644E+12
1394-06-16,64518.4,463220000,8.9804E+11
1394-06-17,64511.7,293980000,5.2994E+11
1394-06-18,63467.7,613460000,1.08176E+12
1394-06-21,63482.5,273930000,5.0618E+11
1394-06-22,62958.2,568160000,1.08671E+12
1394-06-23,62993,382190000,6.7027E+11
1394-06-24,62536.5,308890000,5.6346E+11
1394-06-25,62264.5,290090000,4.5774E+11
1394-06-28,62254.7,246960000,4.1968E+11
1394-06-29,61553.2,507320000,1.4036E+12
1394-06-30,61328,620790000,1.63703E+12
1394-06-31,61576.8,1065810000,2.37081E+12
1394-07-01,61686,581280000,9.1068E+11
1394-07-04,61530.9,248900000,4.1852E+11
1394-07-05,61563,813080000,1.12557E+12
1394-07-06,61568.9,312900000,6.1457E+11
1394-07-07,61578.8,269910000,4.5164E+11
1394-07-08,61498.3,260610000,4.1382E+11
1394-07-11,61217.4,398370000,6.059E+11
1394-07-12,61163.7,365150000,6.0478E+11
1394-07-13,61233.6,310740000,4.708E+11
1394-07-14,61209.8,364730000,7.4464E+11
1394-07-15,61389.8,284920000,5.9665E+11
1394-07-18,61396.9,241620000,4.0341E+11
1394-07-19,61287.1,407760000,9.0357E+11
1394-07-20,61296.6,431410000,9.5684E+11
1394-07-21,61434.4,524120000,1.06179E+12
1394-07-22,61973.3,467530000,7.7342E+11
1394-07-25,62799.1,907120000,1.43978E+12
1394-07-26,63071.4,789840000,1.29045E+12
1394-07-27,63126.7,444360000,7.9263E+11
1394-07-28,63142,475780000,8.7859E+11
1394-07-29,63175,312060000,7.0261E+11
1394-08-03,62792.8,242760000,4.2112E+11
1394-08-04,62803.3,223080000,3.9409E+11
1394-08-05,62923,235370000,4.708E+11
1394-08-06,62923.7,218650000,4.275E+11
1394-08-09,62948.6,359800000,6.7535E+11
1394-08-10,62942.7,466730000,8.0009E+11
1394-08-11,62855.7,878530000,1.56564E+12
1394-08-12,62811.6,484000000,7.926E+11
1394-08-13,62927.4,530670000,8.8233E+11
1394-08-16,63000.4,600970000,9.9326E+11
1394-08-17,62999.2,515190000,6.7876E+11
1394-08-18,63035.7,294810000,5.1326E+11
1394-08-19,63044.3,445970000,6.6241E+11
1394-08-20,63056.4,359460000,6.5849E+11
1394-08-23,63070.6,296810000,5.6515E+11
1394-08-24,63083.5,437460000,8.7808E+11
1394-08-25,63108.6,518400000,1.06027E+12
1394-08-26,63013.6,364290000,6.8029E+11
1394-08-27,62871.3,356290000,6.4213E+11
1394-08-30,62889,406190000,7.7331E+11
1394-09-01,62923.9,312640000,5.7268E+11
1394-09-02,62795.7,687690000,1.26235E+12
1394-09-03,62720.9,545380000,1.32151E+12
1394-09-04,62734.6,397260000,8.7435E+11
1394-09-07,62635.4,422320000,8.4363E+11
1394-09-08,62639.1,462810000,9.4068E+11
1394-09-09,62647.7,655550000,1.37248E+12
1394-09-10,62550,498150000,6.0226E+11
1394-09-14,62577.1,264710000,3.9702E+11
1394-09-15,62420.2,621120000,7.8907E+11
1394-09-16,62374.8,417980000,7.521E+11
1394-09-17,62392.4,514030000,1.06194E+12
1394-09-18,62409.8,381780000,5.3899E+11
1394-09-22,62310.7,343690000,5.2424E+11
1394-09-23,62216.3,331570000,5.9119E+11
1394-09-24,62233.3,375480000,7.3268E+11
1394-09-25,62147.3,416000000,7.0088E+11
1394-09-28,61734,419380000,5.4647E+11
1394-09-29,61501.5,569210000,1.07512E+12
1394-09-30,61518.5,376170000,7.2919E+11
1394-10-01,61414.2,334580000,5.6073E+11
1394-10-02,61420.7,416700000,8.912E+11
1394-10-05,61436.9,533640000,1.05652E+12
1394-10-06,61455.3,650750000,1.02392E+12
1394-10-07,61469.3,552510000,8.5541E+11
1394-10-09,61691,550510000,1.19595E+12
1394-10-12,61700.1,2843250000,1.08263E+13
1394-10-13,61710.2,615130000,1.10292E+12
1394-10-14,61728.1,574820000,1.18853E+12
1394-10-15,62055.9,735430000,1.65193E+12
1394-10-16,62632.8,2094580000,3.13377E+12
1394-10-19,62655,882440000,1.94709E+12
1394-10-20,62461,722560000,1.32849E+12
1394-10-21,62788.7,1283090000,2.54993E+12
1394-10-22,62841.2,1366710000,2.37062E+12
1394-10-23,63516.9,1274440000,2.78276E+12
1394-10-26,64860.9,1178410000,2.20253E+12
1394-10-27,65424.1,1955570000,3.58639E+12
1394-10-28,65119.5,1230040000,2.26877E+12
1394-10-29,66118.1,1083230000,2.09584E+12
1394-10-30,66562.5,1563500000,2.71555E+12
1394-11-03,66960.4,2134630000,3.54846E+12
1394-11-04,67740.1,1816620000,3.28592E+12
1394-11-05,68857.5,2059540000,4.45328E+12
1394-11-06,70999.5,2254930000,4.54731E+12
1394-11-07,71011,3217270000,5.81639E+12
1394-11-10,71393.9,1948990000,3.60702E+12
1394-11-11,71118.8,1766690000,3.31705E+12
1394-11-12,72912.8,2017320000,4.53197E+12
1394-11-13,73725.5,2283810000,4.56277E+12
1394-11-14,73684,2274030000,4.21691E+12
1394-11-17,74103.6,1721800000,3.52628E+12
1394-11-18,74569.4,2122640000,4.20816E+12
1394-11-19,75783.8,2345930000,5.07553E+12
1394-11-20,78199.1,4262720000,8.53637E+12
1394-11-21,77497.9,7527670000,1.20467E+13
1394-11-24,76594.2,2483920000,5.33852E+12
1394-11-25,76709.5,1711850000,3.82265E+12
1394-11-26,77377.5,2049000000,4.75459E+12
1394-11-27,77141.6,2589130000,6.613E+12
1394-11-28,77888,1953520000,6.02697E+12
1394-12-01,77560.9,3314490000,7.65797E+12
1394-12-02,77234.9,2057790000,5.10153E+12
1394-12-03,77587.7,1755880000,4.54142E+12
1394-12-04,77704,1688110000,4.93549E+12
1394-12-05,77840.2,3259510000,8.69262E+12
1394-12-08,78228.3,1056910000,2.66414E+12
1394-12-09,77733.8,1419240000,5.88744E+12
1394-12-10,77539.2,1591100000,4.19962E+12
1394-12-11,77648.8,1054790000,3.24403E+12
